"degreeType","Major","Mathematics","Computer Science Engineering","Computer Science Electives","Upper Division Composition Requirement"
"B.S.","Computer Science","MAT 021A, MAT 021B, MAT 021C, MAT 022A, MAT/BIS 027A, MAT 067","ECS 020, ECS 036A, ECS 036B, ECS 036C, ECS 050, BIS 002A, BIS 002B, BIS 002C, CHE 002A, CHE 002B, CHE 002C, CHE 004A, CHE 004B, CHE 004C, PHY 009A, PHY 009B, PHY 009C, ECS 122A, ECS 120, ECS 122B, ECS 140A, ECS 150, ECS 154A, ECS 132, MAT 135A, STA 131A","Choose a minimum of seven courses, including at least one Mathematics (MAT) or Statistics (STA) course. A minimum of four electives must be (ECS) courses: No course can count as both a required course and a Computer Science elective.","UWP 101, UWP 101V, UWP 101Y, UWP 102A, UWP 102B, UWP 102C, UWP 102D, UWP 102E, UWP 102F, UWP 102G, UWP 102H, UWP 102I, UWP 102J, UWP 102K, UWP 102L, UWP 102M, UWP 102N, UWP 104A, UWP 104AV, UWP 104AY, UWP 104B, UWP 104C, UWP 104D, UWP 104E, UWP 104F, UWP 104FV, UWP 104FY, UWP 104I, UWP 104J, UWP 104T"
