Course Code,Title,Units,Description,Prerequisites,Learning Activities,Grade Mode,General Education
ECS 089H,Special Topics in Computer Science: Computer Graphics,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 089I,Special Topics in Computer Science: Networks,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 089J,Special Topics in Computer Science: Computer-Aided Design,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 089K,Special Topics in Computer Science: Scientific Computing,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 089L,Special Topics in Computer Science: Computer Science,1,"Learning Activities:Lecture, Laboratory.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory",Letter,SE
ECS 092,Internship in Computer Science,1,Learning Activities:Internship.Repeat Credit:May be repeated.Grade Mode:Pass/No Pass only.,Lower division standing; project approval prior to period of internship,Internship,Pass/No Pass only,
ECS 098,Directed Group Study,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,,Variable,Pass/No Pass only,
ECS 098F,Student Facilitated Course,1,Learning Activities:Variable 1-4 hour(s).Grade Mode:Pass/No Pass only.,Consent of instructor,Variable 1-4 hour(s),Pass/No Pass only,
ECS 099,Special Study for Lower Division Students,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,Consent of instructor,Variable,Pass/No Pass only,
ECS 111,Applied Machine Learning for Non-Majors,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One restricted to Data Science majors; Pass Two restricted to undergraduates.Credit Limitation(s):No credit if student has takenECS 171; not intended for Computer Science and Computer Science Engineering Majors.Grade Mode:Letter.General Education:Science & Engineering (SE).ECS 111— Applied Machine Learning for Non-Majors (4 units)Course Description:Machine learning methods and their application. Theory, design and evaluation of supervised/unsupervised machine learning algorithms. Practical use of matching learning methods and their challenges.Prerequisite(s):(ECS 032BorECS 036C); (MAT 022AorMAT 027AorMAT 067); (MAT 135AorSTA 035BorSTA 131AorMAT 107).Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restrictions:Pass One restricted to Data Science majors; Pass Two restricted to undergraduates.Credit Limitation(s):No credit if student has takenECS 171; not intended for Computer Science and Computer Science Engineering Majors.Grade Mode:Letter.General Education:Science & Engineering (SE).This course version is effective from, and including:  Winter Quarter 2026.",( ECS 032BorECS 036C ) ; ( MAT 135AorSTA 035C ) ; ( MAT 022AorMAT 027AorMAT 067 ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 113,Computer Security for Non-Majors,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Credit Limitation(s):No credit allowed to students who have completedECS 153or ECS 155.Grade Mode:Letter.General Education:Science & Engineering (SE).ECS 113— Computer Security for Non-Majors (4 units)Course Description:Principles, mechanisms, implementation, and sound practices of computer security and data protection. Cryptography, authentication and access control. Internet security. Malicious software. Common vulnerabilities. Practical security in everyday life. Not intended for Computer Science or Computer Science & Engineering majors.Prerequisite(s):ECS 032AorECS 032AVorECS 036A.Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Not open to Computer Science and Computer Science & Engineering Majors.Credit Limitation(s):No credit allowed to students who have completedECS 153A,153B, or 153C.Grade Mode:Letter.General Education:Science & Engineering (SE).This course version is effective from, and including:  Winter Quarter 2026.",ECS 010 or ECS 030 OR ECS 032AorECS 032AVorECS 036A,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 115,Computer Networks for Non-Majors,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Not intended for Computer Science or Computer Science & Engineering majors.Credit Limitation(s):No credit for students who have completed any ofECS 152A,ECS 152B,ECS 152C,EEC 173A, orEEC 173B.Grade Mode:Letter.General Education:Science & Engineering",ECS 032BorECS 036C,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
ECS 116,Databases for Non-Majors,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Not intended for Computer Science or Computer Science & Engineering majors.Credit Limitation(s):Not open for credit for students who have completedECS 165AorECS 165B.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 032BorECS 036C,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 117,Algorithms for Data Science,4,Learning Activities:Lecture 3 hour(s); Discussion 1 hour(s).Credit Limitation(s):No credit ifECS 122Ahas been taken.Grade Mode:Letter.General Education:Science & Engineering (SE).,ECS 017orECS 020;ECS 032BorECS 036C,Lecture 3 hour(s); Discussion 1 hour(s),Letter,SE
ECS 119,Data Processing Pipelines,4,"Learning Activities:Lecture 3 hour(s), Discusson 1 hour(s).Enrollment Restriction(s):Pass One restricted to Data Science majors; Pass Two restricted to undergraduate students.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 116orECS 165A,"Lecture 3 hour(s), Discusson 1 hour(s)",Letter,SE
ECS 120,Theory of Computation,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One restricted to Computer Science and Computer Science Engineering majors only.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).","MAT 108or ( ECS 020, ( ECS 032BorECS 036C ) ) ","Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"SE, QL"
ECS 122A,Algorithm Design & Analysis,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science, Computer Science Engineering, and Computer Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 020; ( ECS 060 OR ECS 032BorECS 036C ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 122B,Algorithm Design & Analysis,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science, Computer Science Engineering, and Computer Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).",ECS 122A; ( ECS 060 OR ECS 034orECS 036C ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"SE, QL"
ECS 124,Theory & Practice of Bioinformatics,4,"Learning Activities:Lecture 3 hour(s), Laboratory 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science, Computer Science Engineering, and Biotechnology majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",( ECS 032AorECS 032AVorECS 036AorENG 006 ) ; ( STA 032orSTA 035BorSTA 100orSTA 131AorECS 132orMAT 135AorEEC 161orBIM 105 ) ; ( BIS 002AorMCB 010 ) ,"Lecture 3 hour(s), Laboratory 1 hour(s)",Letter,SE
ECS 127,Cryptography,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL).",( ECS 020orMAT 108 ) ; ( ECS 010 OR ECS 032AorECS 032AVor ECS 030 OR ECS 036A ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"SE, QL, SL"
ECS 129,Computational Structural Bioinformatics,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science, Computer Science Engineering, and Biotechnology majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",( BIS 002AorMCB 010 ) ; ( ECS 010 OR ECS 032Aor OR ECS 032AVorECS 036A ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 130,Scientific Computation,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",( ECS 030 OR ENG 006orECS 032AorECS 032AVor ECS 010 OR ECS 036A ) ; ( MAT 022AorMAT 027AorMAT 067 ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 132,Probability & Statistical Modeling for Computer Science,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).",( ECS 040 OR ECS 034orECS 036B ) ;ECS 020;MAT 021C; ( MAT 022AorMAT 027AorMAT 067 ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"SE, QL"
ECS 140A,Programming Languages,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Open to Computer Science and Computer Science Engineering majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 050;ECS 020; ( ECS 034or036C ) ;ECS 150recommended,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 140B,Programming Languages,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 140A,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 142,Compilers,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 140A;ECS 120;ECS 122Arecommended,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 145,Scripting Languages & Their Applications,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 034orECS 036Cor ECS 060; or consent of instructor,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 150,Operating Systems & System Programming,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science Engineering and Computer Engineering majors only; Pass Two open to Computer Science majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",( ECS 034orECS 036Cor ECS 060 ) ; ( ECS 154AorEEC 170 ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 152A,Computer Networks,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Credit Limitation(s):Only 2 units of credit for students who have taken ECS 157.Cross Listing:EEC 173A.Grade Mode:Letter.General Education:Science & Engineering (SE).",( ECS 032BorECS 036C ) ; ( ECS 132orEEC 161orMAT 135AorSTA 032orSTA 035BorSTA 100orSTA 131A ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 152B,Computer Networks,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 150; ( ECS 152AorEEC 173A ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 152C,Advanced Topics in Computer Networks,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Cross Listing:EEC 173B.Grade Mode:Letter.General Education:Science & Engineering (SE).",EEC 173AorECS 152A,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 153,Computer Security,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Credit Limitation(s):Not open for credit to students who have completed ECS 155.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 150; ( ECS 152AorEEC 173A ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 153A,Computer & Information Security & Privacy I,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science & Engineering majors only.Credit Limitation(s):Only 2 units for students who have takenECS 113.Grade Mode:Letter.General Education:Science & Engineering (SE).This course version is effective from, and including: Fall Quarter 2025.",ECS 150; ( ECS 152AorEEC 173Astrongly recommended. ),"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 153B,Computer & Information Security & Privacy II,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science & Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).This course version is effective from, and including: Winter Quarter 2026.",ECS 153A,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 153C,Computer & Information Security & Privacy III,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science & Engineering majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).This course version is effective from, and including: Winter Quarter 2026.",ECS 153B,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 154A,Computer Architecture,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One and Pass Two open to Computer Science and Computer Science Engineering majors only.Credit Limitation(s):Only 1 unit of credit allowed for students who have takenEEC 170.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 050or EEC 070,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 154B,Computer Architecture,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Credit Limitation(s):Not open for credit to students who have takenECS 201A.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 154AorEEC 170or EEC 180A,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 158,Programming on Parallel Architectures,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 150;ECS 154Brecommended,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 160,Software Engineering,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 140A; extensive programming experience recommended,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 161,Modern Programming Tools,4,"Learning Activities:Lecture 2 hour(s), Laboratory 2 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",( ECS 040 OR ECS 032BorECS 036B ) ,"Lecture 2 hour(s), Laboratory 2 hour(s)",Letter,SE
ECS 162,Web Programming,4,"Learning Activities:Lecture 3 hour(s), Laboratory 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE); Visual Literacy (VL).",ECS 030 OR ECS 034orECS 036B; or equivalent programming experience in C and the Unix environment,"Lecture 3 hour(s), Laboratory 1 hour(s)",Letter,"SE, VL"
ECS 163,Information Visualization,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE); Visual Literacy (VL).",ECS 032BorECS 036C,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"SE, VL"
ECS 164,Human-Computer Interaction,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One restricted to computer science and computer science & engineering students only.Grade Mode:Letter.General Education:Science & Engineering (SE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 165A,Database Systems,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 060 OR ECS 032BorECS 036C,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 165B,Database Systems,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 165A; ( ECS 060 OR ECS 034orECS 036C ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 166,Evaluating User Interactions,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass one open to Computer Science and Computer Science & Engineering majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 032BorECS 036C,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 170,Introduction to Artificial Intelligence,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science & Engineering Majors only; Pass Two open to undergraduate students only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 060 OR ECS 032BorECS 036C,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 171,Machine Learning,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science & Engineering Majors only; Pass Two open to undergraduate students only.Grade Mode:Letter.General Education:Science & Engineering (SE).",( ECS 032BorECS 036C ) ; ( STA 032orSTA 035BorSTA 100orSTA 131AorMAT 135AorEEC 161orECS 132 ) ; ( MAT 022AorMAT 027AorMAT 067 ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 172,Recommender Systems,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One restricted to Computer Science and Computer Science & Engineering students only.Grade Mode:Letter.General Education:Science & Engineering (SE).",( ECS 032BorECS 036Bor ECS 040 ) ; ( ECS 132orSTA 130AorSTA 131AorECN 140 ) ; ( MAT 022AorMAT 027AorMAT 067 ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 173,Image Processing & Analysis,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",( MAT 067 or better OR MAT 027A OR MAT 022A ) ; ( ECS 060 OR ECS 032BorECS 036C ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 174,Computer Vision,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science and Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",( ECS 060 OR ECS 032BorECS 036C ) ; recommended ( STA 032orSTA 131AorMAT 135AorEEC 161orECS 132 ) ; ( MAT 022Aor MAT 27A OR MAT 067 ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 175,Computer Graphics,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",( ECS 060 OR ECS 034orECS 036C ) ; ( MAT 022AorMAT 027AorMAT 067 ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
ECS 177,Scientific Visualization,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE); Visual Literacy (VL).",ECS 175,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"SE, VL"
ECS 178,Geometric Modeling,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE); Visual Literacy (VL).",ECS 175,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"SE, VL"
ECS 179,Gameplay Programming,4,"Learning Activities:Lecture 2 hour(s), Lecture/Discussion 2 hour(s).Enrollment Restriction(s):Pass One restricted to Computer Science and Computer Science & Engineering majors; Pass Two restricted to undergraduates.Grade Mode:Letter.",ECS 032BorECS 036C; extensive programming experience recommended,"Lecture 2 hour(s), Lecture/Discussion 2 hour(s)",Letter,
ECS 188,Ethics in an Age of Technology,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Computer Science Engineering Majors only; Pass Two open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Social Sciences (SS); Scientific Literacy (SL); Writing Experience (WE).",Upper division standing,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"SS, SL, WE"
ECS 189A,Special Topics in Computer Science: Computer Science Theory,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 189B,Special Topics in Computer Science: Architecture,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 189C,Special Topics in Computer Science: Programming Languages & Compilers,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 189D,Special Topics in Computer Science: Operating Systems,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 189E,Special Topics in Computer Science: Software Engineering,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 189F,Special Topics in Computer Science: Databases,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 189G,Special Topics in Computer Science: Artificial Intelligence,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Enrollment Restriction(s):Open to undergraduate students only.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 189H,Special Topics in Computer Science: Computer Graphics,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 189I,Special Topics in Computer Science: Networks,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 189J,Special Topics in Computer Science: Computer-Aided Design,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 189K,Special Topics in Computer Science: Scientific Computing,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 189L,Special Topics in Computer Science: Computer Science,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,SE
ECS 189M,Special Topics in Computer Security: Computer Security,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,
ECS 189N,Special Topics in Bioinformatics & Computational Biology,1,"Learning Activities:Lecture, Laboratory, Lecture/Lab.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.",Consent of instructor,"Lecture, Laboratory, Lecture/Lab",Letter,
ECS 190C,Research Group Conferences in Computer Science,1,Learning Activities:Discussion 1 hour(s).Repeat Credit:May be repeated.Grade Mode:Pass/No Pass only.,Consent of instructor. Upper division standing in Computer Science or Computer Science and Engineering,Discussion 1 hour(s),Pass/No Pass only,
ECS 190X,Senior Seminar,2,Learning Activities:Seminar 2 hour(s).Grade Mode:Letter.,Senior standing,Seminar 2 hour(s),Letter,
ECS 191,Software Design Project,4,"Learning Activities:Lecture 2 hour(s), Lecture/Discussion 2 hour(s).Enrollment Restriction(s):Pass One open to Computer Science and Computer Science Engineering Majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",ECS 140A;ECS 150;ECS 160recommended,"Lecture 2 hour(s), Lecture/Discussion 2 hour(s)",Letter,SE
ECS 192,Internship in Computer Science,1,Learning Activities:Internship.Repeat Credit:May be repeated.Grade Mode:Pass/No Pass only.,Completion of a minimum of 84 units; project approval prior to period of internship,Internship,Pass/No Pass only,
ECS 193A,Capstone Project,3,Learning Activities:Lecture/Discussion 3 hour(s).Enrollment Restriction(s):Pass One restricted to Computer Science Engineering majors; Pass Two restricted to Computer Science Engineering and Computer Science majors.Grade Mode:Letter.General Education:Science & Engineering (SE).,ECS 160;ECS 150; upper division standing in Computer Science or Computer Science Engineering; or consent of instructor,Lecture/Discussion 3 hour(s),Letter,SE
ECS 193B,Capstone Project,3,Learning Activities:Lecture/Discussion 3 hour(s).Enrollment Restriction(s):Pass One restricted to Computer Science Engineering majors; Pass Two restricted to Computer Science Engineering and Computer Science majors.Grade Mode:Letter.General Education:Science & Engineering (SE).,ECS 193AIP or better,Lecture/Discussion 3 hour(s),Letter,SE
ECS 197T,Tutoring in Computer Science,1,"Learning Activities:Discussion 1 hour(s), Discussion/Laboratory 3-6 hour(s).Enrollment Restriction(s):Restricted to upper division standing.Grade Mode:Pass/No Pass only.",Consent of instructor,"Discussion 1 hour(s), Discussion/Laboratory 3-6 hour(s)",Pass/No Pass only,
ECS 198,Directed Group Study,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,Consent of instructor,Variable,Pass/No Pass only,
ECS 198F,Student Facilitated Course,1,Learning Activities:Variable 1-4 hour(s).Grade Mode:Pass/No Pass only.,Consent of instructor,Variable 1-4 hour(s),Pass/No Pass only,
ECS 199,Special Study for Advanced Undergraduates,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,,Variable,Pass/No Pass only,
